title,prep_time,cook_time,total_time,ingredients,ingredients with measurement,instructions,calories,servings,images,base_ingredients
20 Minute Miso Ginger Beef and Broccoli,{'minutes': '10'},{'minutes': '10'},{'minutes': '20'},"['tamari or soy sauce', 'bone broth', 'white miso paste', 'honey', 'Thai red curry paste', 'ginger juice', 'toasted sesame oil', 'flour or gluten-free flour', 'flank steak, thinly sliced', 'black pepper', 'broccoli florets', 'ghee or extra virgin olive oil', 'shallots, sliced', 'fresh chopped ginger', 'garlic, chopped', 'sesame seeds', 'green onions and pickled ginger, for serving']","{'tamari or soy sauce': '1/2', 'bone broth': '1/2', 'white miso paste': '2', 'honey': '2', 'Thai red curry paste': '2-3', 'ginger juice': '2', 'toasted sesame oil': '1', 'flour or gluten-free flour': '1', 'flank steak, thinly sliced': '1 1/2', 'black pepper': 'seasoning', 'broccoli florets': '3', 'ghee or extra virgin olive oil': '2', 'shallots, sliced': '2', 'fresh chopped ginger': '1', 'garlic, chopped': '4', 'sesame seeds': '2', 'green onions and pickled ginger, for serving': 'seasoning'}","['1. To make the sauce. Combe all ingredients in a glass jar and whisk to combine.', '2. Season the beef with black pepper. Heat the ghee in a large skillet over high heat. Add the beef and cook, undisturbed, until seared, 2 minutes. Toss the meat, add the broccoli, shallots, ginger, and garlic. Cook for 2-3 minutes, until fragrant.', '3. Pour in the sauce. Simmer for 5 minutes, until the sauce coats the beef and broccoli.', '4. Remove from the heat. Serve the beef and broccoli over rice, topped with toasted sesame seeds, green onions, and pickled ginger.']",337 kcal,6,https://www.halfbakedharvest.com/wp-content/uploads/2024/01/20-Minute-Miso-Ginger-Beef-and-Broccoli-1.jpg,"['tamari', 'white miso', 'honey', 'thai red curry', 'ginger', 'sesame oil', 'flour', 'meat - beef - steak', 'pepper', 'broccoli', 'olive oil', 'shallot', 'garlic', 'sesame seed', 'pickled ginger']"
Lemony Pesto Chicken Noodle Soup,{'minutes': '15'},{'minutes': '30'},{'minutes': '45'},"['extra virgin olive oil', 'salted butter', 'yellow onion, chopped', 'shallots, sliced', 'garlic, chopped', 'celery, chopped', 'carrots, chopped', 'fresh thyme leaves', 'chopped fresh rosemary', 'crushed fennel', 'salt and black pepper', 'chicken bone broth', 'boneless chicken breasts or thighs', 'chopped broccoli florets', 'basil pesto', 'baby spinach, chopped', 'lemon juice', 'egg noodles', 'chopped parsley', 'parmesan and fresh dill, for serving']","{'extra virgin olive oil': '2', 'salted butter': '2', 'yellow onion, chopped': '1', 'shallots, sliced': '2', 'garlic, chopped': '6', 'celery, chopped': '4', 'carrots, chopped': '6', 'fresh thyme leaves': '2', 'chopped fresh rosemary': '1', 'crushed fennel': '1', 'salt and black pepper': 'seasoning', 'chicken bone broth': '8', 'boneless chicken breasts or thighs': '1', 'chopped broccoli florets': '2', 'basil pesto': '1/2', 'baby spinach, chopped': '2', 'lemon juice': '2', 'egg noodles': '2-3', 'chopped parsley': '1/4', 'parmesan and fresh dill, for serving': 'seasoning'}","['1. Melt together the olive oil and butter In a large Dutch oven over medium heat. Add the onions and cook 3-5 minutes.\xa0Add the shallots, garlic, celery, carrots, thyme, rosemary, and fennel. Season with salt and pepper. Cook another 5 minutes.', '2. Pour in the broth and bring to a boil over high heat. Stir in the chicken and broccoli, and if you have one – a parmesan rind. Cover and cook for 20 minutes, until the chicken is cooked through. At this point, the soup can also simmer on low for up to 4-6 hours.', '3. Shred the chicken and remove the parmesan rind. Stir in the pesto, spinach, and lemon. Taste, and season with salt and pepper. Bring the soup back to a boil, then add the noodles and cook 6-8 minutes, until soft. Stir in the parsley.', '4. Serve the soup with parmesan and dill, if desired.']",399 kcal,6,https://www.halfbakedharvest.com/wp-content/uploads/2024/01/Lemony-Pesto-Chicken-Noodle-Soup-1.jpg,"['olive oil', 'butter', 'onion', 'shallot', 'garlic', 'celery', 'carrot', 'thyme', 'rosemary', 'fennel', 'salt', 'meat - poultry - chicken', 'broccoli', 'basil', 'spinach', 'lemon', 'egg', 'parsley', 'dill']"
-,-,-,-,-,-,-,-,-,https://www.halfbakedharvest.com/wp-content/uploads/2022/11/Crockpot-Creamy-Coconut-Chicken-Tikka-Masala-1.jpg,[]
Brown Butter Pesto Lasagna,{'minutes': '30'},{'minutes': '45'},"{'hours': '1', 'minutes': '15'}","['dry lasagna noodles', 'salted butter', 'sliced mushrooms', 'salt and black pepper', 'garlic, chopped', 'dried sage', 'dried thyme', 'chili flakes', 'all-purpose flour', 'whole milk', 'dry white wine or broth', 'shredded provolone', 'grated parmesan cheese', 'shredded mozzarella cheese', 'frozen spinach, thawed and drained', 'basil pesto']","{'dry lasagna noodles': '1', 'salted butter': '1', 'sliced mushrooms': '2', 'salt and black pepper': 'seasoning', 'garlic, chopped': '8', 'dried sage': '2', 'dried thyme': '2', 'chili flakes': 'seasoning', 'all-purpose flour': '1/4', 'whole milk': '2', 'dry white wine or broth': '2', 'shredded provolone': '2', 'grated parmesan cheese': '1', 'shredded mozzarella cheese': '2', 'frozen spinach, thawed and drained': '2', 'basil pesto': '1'}","['1. Preheat the oven to 350° F. Lightly butter a 9×13 inch lasagna pan. Cook the noodles according to package directions.', '2. Melt 2 tablespoon butter in a large skillet set over medium heat. Add the mushrooms and season with salt and pepper. Cook undisturbed for 5 minutes or until golden. Add the remaining 6 tablespoons of butter. Allow the butter to brown lightly around the mushrooms for 5 minutes.', '3. Add the garlic, sage, thyme, and chili flakes. Stir in the flour and cook for 1 minute. Add the milk and broth. Bring to a boil and stir for 1 minute. Remove from heat and stir in the provolone and 1/2 cup of parmesan cheese. Stir until the cheese is fully melted and the sauce is smooth. Set the cheese sauce aside.', '4. In a bowl, combine the spinach and pesto.', '5. Spread 1/4 of the cheese sauce in the bottom of the prepared baking dish. Top with 3-4 lasagna sheets. Spread with 1/2 the spinach/pesto, then another 1/4 of the cheese sauce. Place another 3-4 lasagna noodles on top and then top with the remaining spinach/pesto, 1 cup mozzarella, and another 1/4 of the cheese sauce. Add the remaining lasagna noodles and pour the remaining cheese sauce over top. Top with 1 cup of mozzarella and 1/2 cup of parmesan cheese.', '6. Bake, covered for 30 minutes, then uncovered for 15 minutes more. Let sit 10 minutes before serving.']",693 kcal,8,https://www.halfbakedharvest.com/wp-content/uploads/2023/12/Brown-Butter-Pesto-Spinach-Souffle-Lasagna-1.jpg,"['noodle', 'butter', 'mushroom', 'salt', 'garlic', 'sage', 'thyme', 'chili flake', 'all purpose flour', 'milk', 'white wine', 'cheese', 'spinach', 'basil']"
Skillet White Pesto Chicken and Orzo,{'minutes': '15'},{'minutes': '30'},{'minutes': '45'},"['oil-packed sun-dried tomatoes, oil drained', 'boneless chicken breasts or thighs', 'kosher salt and black pepper', 'all-purpose flour', 'Italian seasoning', 'salted butter', 'garlic chopped', 'dry orzo pasta', 'chili flakes', 'chicken broth', 'heavy cream', 'basil pesto', 'grated parmesan cheese', 'fresh thyme']","{'oil-packed sun-dried tomatoes, oil drained': '1/2', 'boneless chicken breasts or thighs': '6', 'kosher salt and black pepper': 'seasoning', 'all-purpose flour': '1/4', 'Italian seasoning': '2', 'salted butter': '2', 'garlic chopped': '2', 'dry orzo pasta': '1', 'chili flakes': 'seasoning', 'chicken broth': '1 1/2', 'heavy cream': '1', 'basil pesto': '1/4', 'grated parmesan cheese': '1/2', 'fresh thyme': '2'}","['1. Preheat the oven to 400° F. Drain 3 tablespoons of oil from the sun-dried tomato jar into a large skillet with sides. Chop the sun-dried tomatoes and set aside.', '2. Season the chicken with salt and pepper. Add the flour to a shallow bowl. Dredge the chicken through the flour and toss to coat.', '3. Set the skillet with oil over medium-high heat. Add the chicken and sear on both sides until golden, 3-5 minutes per side. Sprinkle the chicken with 1 teaspoon Italian seasoning. Remove the chicken from the skillet to a plate.', '4. To the same skillet, add the butter, 1 teaspoon Italian seasoning, garlic, orzo, and season with chili flakes. Cook until lightly golden, 2 minutes. Add the broth. Bring to a boil, cook for 3-5 minutes, then add the cream, pesto, and sun-dried tomatoes. Slide the chicken and any juices left on the plate back into the skillet.\xa0Sprinkle over the parmesan. Transfer to the oven and cook, uncovered, for 10 minutes, until the sauce is bubbling around the chicken.', '5. Serve the chicken, orzo, and sauce topped with thyme. YUM.']",437 kcal,6,https://www.halfbakedharvest.com/wp-content/uploads/2023/12/Skillet-White-Pesto-Marry-Me-Chicken-and-Orzo-1.jpg,"['tomato', 'meat - poultry - chicken', 'salt', 'all purpose flour', 'italian seasoning', 'butter', 'garlic', 'pasta', 'chili flake', 'heavy cream', 'basil', 'cheese', 'thyme']"
Skillet Creamy Chicken and Parmesan Gnocchi,{'minutes': '15'},{'minutes': '30'},{'minutes': '45'},"['boneless chicken breasts or thighs', 'kosher salt and black pepper', 'all-purpose flour', 'paprika', 'cayenne', 'fresh thyme leaves', 'thick cut bacon,', 'fresh chopped rosemary', 'salted butter', 'shallots, chopped', 'garlic,  chopped', 'dry white wine wine', 'chicken bone broth', 'heavy cream', 'roughly chopped kale', 'potato gnocchi', 'grated parmesan cheese']","{'boneless chicken breasts or thighs': '6', 'kosher salt and black pepper': 'seasoning', 'all-purpose flour': '1/3', 'paprika': '1/2', 'cayenne': '1', 'fresh thyme leaves': '2', 'thick cut bacon,': '4', 'fresh chopped rosemary': '1', 'salted butter': '3', 'shallots, chopped': '2', 'garlic,  chopped': '6', 'dry white wine wine': '1', 'chicken bone broth': '1/2', 'heavy cream': '1/2-1', 'roughly chopped kale': '2', 'potato gnocchi': '1', 'grated parmesan cheese': '1/2'}","['1. Preheat the oven 400° F. Season the chicken with salt and pepper. Add the flour, paprika, cayenne, and 1 tablespoon of thyme to a shallow bowl. Dredge the chicken through the flour mixture and toss to coat.', '2. Cook the bacon in a skillet over medium heat until crisp, about 5 minutes. During the last minute of cooking, add the rosemary. Remove the bacon to a plate.', '3. In the same skillet, add 1 tablespoon butter, then add the chicken. Sear on both sides until golden, 3-5 minutes per side. Add another tablespoon of butter and allow the butter to brown around the chicken, about 2 minutes. Remove the chicken from the skillet to a plate.', '3. To the same skillet, add 1 more tablespoon of butter, the shallots, garlic, a tablespoon of thyme, and a pinch each of salt and pepper. Add the wine, then the broth. Simmer for 5 minutes, pour in the cream. Add the kale and gnocchi. Cook for 5 minutes, until the gnocchi float. Slide the chicken back into the skillet. Sprinkle over the parmesan. Transfer to the oven and cook, uncovered, for 10 minutes, until the sauce is bubbling around the chicken.', '4. Serve the chicken, gnocchi, and sauce topped with bacon. YUM.']",515 kcal,6,https://www.halfbakedharvest.com/wp-content/uploads/2023/11/Skillet-Creamy-Chicken-and-Parmesan-Gnocchi.-1.jpg,"['meat - poultry - chicken', 'salt', 'all purpose flour', 'paprika', 'pepper', 'thyme', 'meat - pork - bacon', 'rosemary', 'butter', 'shallot', 'garlic', 'white wine', 'heavy cream', 'kale', 'potato', 'cheese']"
Creamy Green Chili Tortilla Soup,{'minutes': '20'},{'minutes': '30'},{'minutes': '50'},"['yellow onion', 'poblano, chopped', 'jalapeños, seeded and chopped', 'cumin', 'taco seasoning', 'kosher salt and black pepper', 'boneless, skinless chicken breasts or thighs', 'salsa verde', 'diced green chiles', 'chicken broth', 'cream cheese, melted', 'shredded cheddar cheese', 'fresh cilantro, chopped', 'lime zest and juice', 'lots of salted tortilla chips', 'yogurt, avocado, and green onion, for serving']","{'yellow onion': '1', 'poblano, chopped': '1', 'jalapeños, seeded and chopped': '2', 'cumin': '2', 'taco seasoning': '2-3', 'kosher salt and black pepper': 'seasoning', 'boneless, skinless chicken breasts or thighs': '1', 'salsa verde': '3', 'diced green chiles': '2', 'chicken broth': '3-4', 'cream cheese, melted': '6', 'shredded cheddar cheese': '1', 'fresh cilantro, chopped': '1/2', 'lime zest and juice': 'seasoning', 'lots of salted tortilla chips': 'seasoning', 'yogurt, avocado, and green onion, for serving': 'seasoning'}","['1. Heat the olive oil in a large pot over medium heat. Add the onion and cook until fragrant, about 5 minutes. Stir in the poblano, jalapeños, cumin, taco seasoning, and a pinch each of salt and pepper. Cook for 5-10 minutes, until very fragrant. Add the chicken, salsa verde, canned chiles, and 4 cups of broth.\xa0 Season with salt and pepper. Partially cover and simmer over medium-low heat for 20 minutes, until the chicken is cooked through.', '2. Melt the cream cheese in the microwave for 10-15 seconds.', '3. Pull the chicken out and shred using two forks. Stir in the cream cheese until smooth, then stir in the shredded chicken and cheddar cheese. Cook for 5 minutes, until the cheese is melted. Remove from the heat and stir in the cilantro and lime juice.', '4. Ladle the soup into bowls and top with tortilla chips. Then finish as desired with a dollop of yogurt, avocado, green onions, and cilantro. Enjoy!']",331 kcal,6,https://www.halfbakedharvest.com/wp-content/uploads/2023/11/Creamy-Chicken-Tortilla-Soup-1.jpg,"['onion', 'jalapeño', 'cumin', 'seasoning', 'salt', 'meat - poultry - chicken', 'salsa', 'chile', 'cheese', 'cilantro', 'lime', 'tortilla', 'avocado']"
Charred Tomato Basil Chicken Florentine Pasta,{'minutes': '30'},{'minutes': '30'},{'hours': '1'},"['salted butter', 'sourdough bread, torn', 'prosciutto', 'pistachios', 'fresh chopped herbs, oregano, rosemary, thyme', 'linguine or other long cut pasta', 'extra virgin olive oil', 'chicken breasts, diced', 'kosher salt and black pepper', 'salted butter', 'cherry tomatoes', 'garlic, chopped', 'dry white wine', 'whole milk', 'grated parmesan cheese', 'baby spinach, chopped', 'chili flakes', 'grated mozzarella', 'fresh basil, torn']","{'salted butter': '6', 'sourdough bread, torn': '4', 'prosciutto': '2', 'pistachios': '1/4', 'fresh chopped herbs, oregano, rosemary, thyme': '1/4', 'linguine or other long cut pasta': '1', 'extra virgin olive oil': '2', 'chicken breasts, diced': '1/2', 'kosher salt and black pepper': 'seasoning', 'cherry tomatoes': '3', 'garlic, chopped': '4', 'dry white wine': '1/4', 'whole milk': '1 1/2', 'grated parmesan cheese': '1', 'baby spinach, chopped': '2', 'chili flakes': 'seasoning', 'grated mozzarella': '1/2', 'fresh basil, torn': '1/2'}","['1. To make the breadcrumbs. Preheat the oven to 400° F. Line a baking sheet with parchment paper.', '2. Arrange the butter, bread, and prosciutto on a baking sheet. Bake 10-15 minutes until the bread is toasted and the prosciutto is cripsy. Add everything to a food processor. Add the pistachios and herbs. Season with salt. Pulse into fine crumbs. Alternatively, you can crumble the mix with your hands.', '3. To make the pasta. Bring a large pot of salted water to a boil. Boil the pasta until al dente. Just before draining, remove 1 cup of the pasta cooking water. Drain the pasta.', '4. Meanwhile, combine the olive oil, chicken, salt, and pepper in a large skillet. Set over medium heat and cook for 5 minutes, until the chicken is cooked through. Remove the chicken from the skillet and set aside.', '5. To the same skillet, add 3 tablespoons of butter and the tomatoes. Cook for 2 minutes, then stir and cook another 2 minutes, until the tomatoes are blistered. Season with salt and pepper. Remove the tomatoes from the skillet.', '6. Add 3 tablespoons butter and the garlic, cook for 1 minute, until the butter is browning. Add the wine, simmer 1 minute, then add the milk, parmesan, and spinach, stirring until melted and creamy. Add the pasta and chicken. Season with salt, pepper, and chili flakes.', '7. Mix in the mozzarella, tomatoes, and basil. Remove from the heat. Divide the pasta among plates and top each plate with breadcrumbs and fresh basil.']",472 kcal,6,https://www.halfbakedharvest.com/wp-content/uploads/2023/07/Charred-Tomato-Basil-Chicken-Florentine-Pasta-1.jpg,"['butter', 'bread', 'meat - processed meat - prosciutto', 'pistachio', 'thyme', 'pasta', 'olive oil', 'meat - poultry - chicken', 'salt', 'tomato', 'garlic', 'white wine', 'milk', 'cheese', 'spinach', 'chili flake', 'basil']"
Roasted Cherry Tomato Pizza,{'minutes': '15'},{'minutes': '35'},{'minutes': '50'},"['yellow onion, thinly sliced', 'shallot, quartered', 'cherry tomatoes', 'garlic, chopped', 'mixed herbs, such as thyme and oregano', 'extra virgin olive oil', 'honey', 'kosher salt and black pepper', 'chili flakes', 'ball of pizza dough', 'shredded gouda or parmesan cheese', 'burrata cheese, at room temperature', 'fresh basil, for serving']","{'yellow onion, thinly sliced': '1', 'shallot, quartered': '1', 'cherry tomatoes': '2', 'garlic, chopped': '2', 'mixed herbs, such as thyme and oregano': '1', 'extra virgin olive oil': '1/4', 'honey': '1', 'kosher salt and black pepper': 'seasoning', 'chili flakes': 'seasoning', 'ball of pizza dough': '1/2', 'shredded gouda or parmesan cheese': '3/4', 'burrata cheese, at room temperature': '1-2', 'fresh basil, for serving': 'seasoning'}","['1. Preheat the oven to 450° F.', '2. In a baking dish toss together the onions, shallots, garlic, tomatoes, and herbs. Pour over the olive oil, honey, and season with salt, pepper, and chili flakes. Bake 20 minutes, until the tomatoes burst.', '3. On a lightly floured surface, push the dough out int a 10-12 inch circle. Transfer the dough to a baking sheet.', '4. Arrange the onions, shallots, and 1/2 the tomatoes over the dough. Scatter the gouda cheese over the onions, then arrange the remaining tomatoes on top. Reserve the oil in the pan for serving.', '5. Bake for 10-15 minutes or until the crust is golden and the cheese is bubbling. Remove from the oven. bread the burrata over the pizza and let it melt into the pizza. Add fresh basil and the reserved oil. Slice and enjoy!']",255 kcal,6,https://www.halfbakedharvest.com/wp-content/uploads/2023/07/Herb-Roasted-Cherry-Tomato-Pizza-1.jpg,"['onion', 'shallot', 'tomato', 'garlic', 'thyme', 'olive oil', 'honey', 'salt', 'chili flake', 'pizza dough', 'cheese', 'basil']"
20 Minute Sticky Ginger Sesame Pineapple Beef,{'minutes': '10'},{'minutes': '10'},{'minutes': '20'},"['ground beef', 'black pepper and chili flakes', 'butter', 'garlic, chopped', 'pickled ginger', 'broccoli florets', 'fresh pineapple chunks', 'tamari or soy sauce', 'Thai chili sauce', 'chopped green onions', 'sesame seeds', 'Persian cucumbers, chopped', 'cilantro, chopped', 'Thai basil, chopped', 'lime juice', 'chopped roasted peanuts']","{'ground beef': '1 1/2', 'black pepper and chili flakes': 'seasoning', 'butter': '2', 'garlic, chopped': '4', 'pickled ginger': '1/4', 'broccoli florets': '1 1/2', 'fresh pineapple chunks': '1 1/2', 'tamari or soy sauce': '1/3', 'Thai chili sauce': '1/4', 'chopped green onions': '1/4', 'sesame seeds': '2', 'Persian cucumbers, chopped': '4', 'cilantro, chopped': '2', 'Thai basil, chopped': '1/2', 'lime juice': '2', 'chopped roasted peanuts': '1/3'}","['1. In a large skillet, combine the beef, black pepper, and chili flakes. Cook over medium heat, breaking up the meat as it cooks until browned, about 5 minutes. Add the butter, garlic, and ginger. Cook 2 minutes, until the butter browns and the beef gets crispy.', '2. Mix in the broccoli and 3/4 cup pineapple. Pour over the tamari, sweet chili sauce, and 1-2 tablespoons of ginger juice from the pickled ginger. Cook until the sauce coats the beef, 2-3 minutes. Mix in the green onions and sesame seeds. Remove from the heat.', '3. In a bowl, toss 3/4 cup pineapple chunks with the cucumbers, cilantro, basil, lime juice, and peanuts.', '4. Serve the beef and broccoli over bowls of rice. Top with the pineapple herb salad. Add the chopped green onions, and if desired. Enjoy!']",497 kcal,6,https://www.halfbakedharvest.com/wp-content/uploads/2023/07/20-Minute-Sticky-Ginger-Sesame-Pineapple-Beef-1.jpg,"['meat - beef - beef', 'chili flake', 'butter', 'garlic', 'pickled ginger', 'broccoli', 'pineapple', 'tamari', 'chili sauce', 'onion', 'sesame seed', 'cucumber', 'cilantro', 'basil', 'lime', 'peanut']"
Chicken Tzatziki Rice Bowls,{'minutes': '25'},{'minutes': '15'},{'minutes': '45'},"['extra virgin olive oil', 'chopped fresh basil', 'chopped fresh oregano', 'red wine vinegar', 'balsamic vinegar', 'garlic, 3 sliced and 3 chopped', 'honey', 'chili flakes', 'kosher salt and black pepper', 'chicken breasts or thighs, cut into bite-size chunks', 'smoked paprika', 'bell peppers', 'Tzakiki sauce', 'mayo', 'lemon juice', 'crumbled feta cheese', 'peperoncini, for serving']","{'extra virgin olive oil': '2/3', 'chopped fresh basil': '1/4', 'chopped fresh oregano': '1', 'red wine vinegar': '1/4', 'balsamic vinegar': '1/4', 'garlic, 3 sliced and 3 chopped': '6', 'honey': '2', 'chili flakes': 'seasoning', 'kosher salt and black pepper': 'seasoning', 'chicken breasts or thighs, cut into bite-size chunks': '1 1/2', 'smoked paprika': '1', 'bell peppers': '3', 'Tzakiki sauce': '1', 'mayo': '3', 'lemon juice': '1', 'crumbled feta cheese': '6', 'peperoncini, for serving': 'seasoning'}","['1. To make the vinaigrette: combine all ingredients in a bowl or glass jar.', '2. Mix the chicken, half of the vinaigrette, and the paprika in a bowl. Thread the chicken onto the skewers.', '3. Set your grill, grill pan, or skillet to medium-high heat. Grill the peppers until charred all over, place in a large bowl, cover and let steam for 10 minutes. Remove the charred skin, then deseed and slice the peppers. Submerge the charred peppers in the vinaigrette.', '4. Simultaneously grill the skewers until lightly charred and cooked through, turning them occasionally throughout cooking, about 10 to 12 minutes total.', '5. In a bowl, mix the Tzaziki sauce with the mayo and lemon juice. Stir in the crumbled feta.', '6. To assemble, add the rice to a bowl. Top with peppers, chicken, and any other desired toppings. Add a few dollops of feta. Dress with Tzaziki sauce.']",568 kcal,6,https://www.halfbakedharvest.com/wp-content/uploads/2023/06/Chicken-Tzatziki-Rice-Bowls-1.jpg,"['olive oil', 'basil', 'oregano', 'vinegar', 'garlic', 'honey', 'chili flake', 'salt', 'meat - poultry - chicken', 'paprika', 'bell pepper', 'tzatziki', 'mayo', 'lemon', 'cheese', 'peperoncino']"
Simplest Zucchini Parmesan Pasta,{'minutes': '10'},{'minutes': '15'},{'minutes': '25'},"['pasta, any cut works', 'extra virgin olive oil', 'medium zucchini/yellow summer squash, shredded or chopped', 'garlic, chopped', 'chopped fresh thyme', 'chili flakes', 'kosher salt and black pepper', 'salted butter', 'grated parmesan', 'grated pecorino or manchego cheese', 'fresh basil, chopped']","{'pasta, any cut works': '1', 'extra virgin olive oil': '2', 'medium zucchini/yellow summer squash, shredded or chopped': '3-4', 'garlic, chopped': '3', 'chopped fresh thyme': '1', 'chili flakes': 'seasoning', 'kosher salt and black pepper': 'seasoning', 'salted butter': '2', 'grated parmesan': '1', 'grated pecorino or manchego cheese': '1/2', 'fresh basil, chopped': '1'}","['1. Bring a large pot of salted water to a boil and cook the pasta according to package directions until al dente. Just before draining, reserve 1 1/4 cups of the pasta cooking water. Drain.', '2. Meanwhile, heat the olive oil in a large skillet over medium heat. Add the zucchini, garlic, thyme, chili flakes, salt, and pepper. Cook until the zucchini is golden, 5 minutes. Mix in the butter. Using the back of your spoon or a potato masher, mash down the zucchini until it becomes a chunky sauce.', '3.\xa0Add 1 cup of reserved pasta water and bring to a simmer over medium heat. Add the pasta, parmesan, and pecorino, and toss until melted. Add more pasta water if need to thin the sauce. Remove from the heat, toss in the basil.', '4. Serve topped with fresh basil and pepper. Enjoy!']",487 kcal,6,https://www.halfbakedharvest.com/wp-content/uploads/2023/06/Simplest-Zucchini-Parmesan-Pasta-1.jpg,"['pasta', 'olive oil', 'zucchini', 'garlic', 'thyme', 'chili flake', 'salt', 'butter', 'cheese', 'basil']"
25 Minute Fajita Shrimp Rice Bowls:,{'minutes': '15'},{'minutes': '10'},{'minutes': '25'},"['extra virgin olive oil', 'raw shrimp, peeled and deveined', 'fajita or taco seasoning', 'kosher salt and black pepper', 'salted butter', 'garlic, chopped', 'fresh thyme', 'chili flakes', 'yellow onion, sliced', 'bell peppers, sliced, or 12 mini bell peppers', 'cooked rice', 'grilled corn kernels', 'black beans, warmed', 'crumbled cotija cheese', 'avocado, green onion, and cilantro, for serving', 'extra virgin olive oil', 'salsa verde', 'lime juice', 'spicy honey', 'cilantro, chopped']","{'extra virgin olive oil': '1/3', 'raw shrimp, peeled and deveined': '1 1/2', 'fajita or taco seasoning': '2', 'kosher salt and black pepper': 'seasoning', 'salted butter': '2', 'garlic, chopped': '3', 'fresh thyme': '1', 'chili flakes': 'seasoning', 'yellow onion, sliced': '1', 'bell peppers, sliced, or 12 mini bell peppers': '3', 'cooked rice': '3-4', 'grilled corn kernels': '3', 'black beans, warmed': '2', 'crumbled cotija cheese': '1/2', 'avocado, green onion, and cilantro, for serving': 'seasoning', 'salsa verde': '1/3', 'lime juice': '1/4', 'spicy honey': '2', 'cilantro, chopped': '1/3'}","['1. In a large skillet, combine the olive oil, shrimp, fajita seasoning, salt, and pepper. Set the skillet over medium heat. Cook on both sides until seared, 2-3 minutes per side.\xa0During the last 2 minutes of cooking, add the butter, garlic, thyme, and chili flakes. Cook 1 minute, then remove everything from the skillet.', '2. In the same skillet, add the onions and cook until fragrant, about 5 minutes. Toss in the bell peppers. Season with salt and pepper. Cook until the peppers are tender, another 5 minutes.', '3. To make the vinaigrette, combine all ingredients in a glass jar. Season with salt.', '4. Spoon the shrimp and peppers over the bowls of rice. Add the corn, beans, and avocado, then pour over the vinaigrette. Crumble the cheese over each bowl. Top with green onions and cilantro. Enjoy!']",571 kcal,6,https://www.halfbakedharvest.com/wp-content/uploads/2023/06/25-Minute-Fajita-Shrimp-Rice-Bowls-1.jpg,"['olive oil', 'meat - fish - shellfish - shrimp', 'seasoning', 'salt', 'butter', 'garlic', 'thyme', 'chili flake', 'onion', 'bell pepper', 'rice', 'corn kernel', 'black bean', 'cheese', 'avocado', 'salsa', 'lime', 'honey', 'cilantro']"
Cheesy Tomato Basil Stuffed Chicken,{'minutes': '20'},{'minutes': '25'},{'minutes': '45'},"['boneless skinless chicken breasts', 'basil pesto', 'oil packed sun-dried tomatoes', 'shredded mozzarella cheese', 'kosher salt and black pepper', 'cherry tomatoes, halved if large', 'garlic, smashed', 'balsamic vinegar', 'chili flakes', 'fresh basil, chopped', 'fresh thyme leaves']","{'boneless skinless chicken breasts': '4-6', 'basil pesto': '1/2', 'oil packed sun-dried tomatoes': '1/3', 'shredded mozzarella cheese': '1', 'kosher salt and black pepper': 'seasoning', 'cherry tomatoes, halved if large': '2', 'garlic, smashed': '2', 'balsamic vinegar': '2', 'chili flakes': 'seasoning', 'fresh basil, chopped': '1/4', 'fresh thyme leaves': '1'}","['1. Preheat the oven to 425° F.', '2. Slice the chicken through the middle horizontally, being careful not to cut all the way through the chicken. Open the chicken and spread with pesto. Add the cheese and sun-dried tomatoes. Close the chicken, covering the filling.', '3. Place the chicken in a large oven-safe skillet. Drizzle with 2-3 tablespoons of reserved sun-dried tomato oil. Season with salt and pepper. Set the skillet over medium heat, cook 5 minutes. Add 1 1/2 cups tomatoes, garlic, balsamic vinegar, and season with salt, pepper, and chili flakes. Cook 2-3 minutes, then remove from the heat.', '4. Bake for 10 minutes, until the chicken is cooked through and the tomatoes burst.', '5. Toss 1/2 cup tomatoes with basil, thyme, salt, and pepper. Serve the chicken topped with fresh tomatoes. Enjoy!']",251 kcal,6,https://www.halfbakedharvest.com/wp-content/uploads/2023/06/Cheesy-Tomato-Basil-Stuffed-Chicken-1.jpg,"['meat - poultry - chicken', 'basil', 'tomato', 'cheese', 'salt', 'garlic', 'vinegar', 'chili flake', 'thyme']"
