title,prep_time,cook_time,total_time,ingredients,ingredients with measurement,instructions,calories,servings,images,type_of_meal
Crockpot BBQ Beer Chicken Taquitos with Street Corn Salsa,{'minutes': '20'},"{'hours': '6', 'minutes': '15'}",{'hours': '7'},"['boneless skinless chicken breast or thighs', 'yellow onion, chopped', 'chipotle peppers in adobo', 'smoked paprika', 'kosher salt and black pepper', 'of your favorite BBQ sauce', 'of your favorite beer, or use chicken broth', 'corn tortillas', 'shredded Mexican cheese', 'olive oil', 'plain Greek yogurt or sour cream', 'avocado oil mayo', 'garlic, grated', 'juice from 2 limes', 'grilled or steamed corn', 'fresh cilantro, roughly chopped', 'chopped fresh chives', 'chipotle chile powder', 'crumbled cotija or feta cheese']","{'boneless skinless chicken breast or thighs': '2', 'yellow onion, chopped': '1', 'chipotle peppers in adobo': '2-3', 'smoked paprika': '2', 'kosher salt and black pepper': 'seasoning', 'of your favorite BBQ sauce': '2', 'of your favorite beer, or use chicken broth': '1/2', 'corn tortillas': '16-20', 'shredded Mexican cheese': '1', 'olive oil': 'seasoning', 'plain Greek yogurt or sour cream': '1/2', 'avocado oil mayo': '1/4', 'garlic, grated': '1', 'juice from 2 limes': 'seasoning', 'grilled or steamed corn': '2', 'fresh cilantro, roughly chopped': '1/2', 'chopped fresh chives': '2', 'chipotle chile powder': '1', 'crumbled cotija or feta cheese': '1/4-1/2'}","['1. In the bowl of your slow cooker, combine the chicken,\xa0onion, chipotle peppers, paprika, 1 1/2 cups BBQ sauce, the beer, and a pinch each of salt and pepper. Cover and cook on LOW for 6 hours or on HIGH for 3-4 hours. Once the chicken is done cooking, shred with two forks. Stir in the remaining BBQ sauce, if desired.', '2. Preheat the oven to 425 degrees F. Warm the tortillas for 30 seconds to 1 minute in the microwave, until pliable. On a baking sheet, rub the tortillas with olive oil. Spoon 2 tablespoons of the chicken down the middle of the tortilla. Add a sprinkle of cheese, then roll up and place seam-side down on the baking sheet. Transfer to the oven and bake for 5-8 minutes, then flip and cook another 5 minutes more, or until the cheese has melted and the tortillas are crisp.', '4. Meanwhile, make the salsa. Combine the yogurt, mayo, garlic, juice of 1 lime, and a pinch of salt in a small bowl. In a separate bowl, combine the corn, cilantro, chives, chili powder, and cotija. Add a couple spoonfuls of the garlic crema, toss to combine.', '5. Serve the taquitos drizzle with the remaining crema and top with corn.']",734 kcal,8,https://www.halfbakedharvest.com/wp-content/uploads/2020/09/Crockpot-BBQ-Beer-Chicken-Taquitos-with-Street-Corn-Salsa-4-700x1050.jpg,appetizer
Oven Fried Coconut Shrimp with Thai Pineapple Chili Sauce,{'minutes': '20'},{'minutes': '10'},{'minutes': '30'},"['eggs, beaten', 'large shrimp, tail on, peeled and deveined', 'shredded unsweetened coconut', 'Panko breadcrumbs', 'all purpose flour', 'raw sesame seeds', 'paprika', 'kosher salt and black pepper', 'extra virgin olive oil', 'sweet Thai chili sauce', 'ketchup', 'garlic, grated', 'finely chopped pineapple', 'zest and juice from 1 lime, plus more for serving', 'Thai basil or cilantro, for serving', 'honey mustard or aioli, for serving']","{'eggs, beaten': '2', 'large shrimp, tail on, peeled and deveined': '2', 'shredded unsweetened coconut': '1 1/2', 'Panko breadcrumbs': '1/2', 'all purpose flour': '2', 'raw sesame seeds': '2', 'paprika': '1/2', 'kosher salt and black pepper': 'seasoning', 'extra virgin olive oil': 'seasoning', 'sweet Thai chili sauce': '1/2', 'ketchup': '2', 'garlic, grated': '1-2', 'finely chopped pineapple': '1/2', 'zest and juice from 1 lime, plus more for serving': 'seasoning', 'Thai basil or cilantro, for serving': 'seasoning', 'honey mustard or aioli, for serving': 'seasoning'}","['1. In a bowl, whisk together the eggs. Add the shrimp and toss well to coat.', '2. Preheat the oven to 425 degrees F. Rub 2 baking sheets with oil.', '3. To a medium-sized bowl, add the coconut, Panko, flour, sesame seeds, paprika, and a pinch each of salt and pepper. Stir to combine.', '4. Remove each shrimp from the egg, and dredge through the crumbs, pressing gently to adhere. Place on the prepared baking sheet. Repeat until all the shrimp have been used. Make sure not to crowd your pan, if necessary use two baking sheets. Lightly brush/drizzle the shrimp with olive oil. Transfer to the oven and bake for 8-12 minutes, until the shrimp is cooked and the breading crisp.', '5. Meanwhile, make the chili sauce by combining all the ingredients in a bowl.', '6. Serve the shrimp topped with Thai basil, limes, and the pineapple chili sauce for dipping. Add creamy honey mustard or aioli for a little double-dip action. Enjoy!']",557 kcal,6,https://www.halfbakedharvest.com/wp-content/uploads/2020/08/Oven-Fried-Coconut-Shrimp-with-Thai-Pineapple-Chili-Sauce-1-700x1050.jpg,appetizer
5 Ingredient Cranberry Brie Cinnamon Puff Pastry Swirls.,{'minutes': '5'},{'minutes': '15'},{'minutes': '20'},"['frozen puff pastry, thawed', 'salted butter, melted', 'Brie cheese, rind mostly removed and finely diced', 'dried cranberries', 'cinnamon sugar, using more or less to taste']","{'frozen puff pastry, thawed': '1', 'salted butter, melted': '3', 'Brie cheese, rind mostly removed and finely diced': '6', 'dried cranberries': '3/4', 'cinnamon sugar, using more or less to taste': '2-4'}","['1. Preheat oven to 375 degrees F. Line a baking sheet with parchment paper.', '2. Unroll the puff pastry on a clean work surface. Brush the pastry with 1 tablespoon melted butter and then sprinkle with 1-2 tablespoons cinnamon sugar. Sprinkle the diced brie and cranberries evenly over the pastry.', '3. Starting at the long end, roll the pastry up as tightly as possible (like a cinnamon roll). Brush the roll with the remaining melted butter and then sprinkle the roll with cinnamon sugar to coat. Using a sharp knife, cut into 16 swirls.', '4. Place the swirls on the prepared baking sheet and bake 15-25 minutes or until the cheese is bubbly and the pastry golden, these are a little messy. Allow to sit on the pan about two minutes and before transferring to a serving plate. Serve warm.']",206 kcal,16,https://www.halfbakedharvest.com/wp-content/uploads/2019/11/5-Ingredient-Cranberry-Brie-Cinnamon-Puff-Pastry-Swirls-1-700x1050.jpg,appetizer
Goat Cheese Stuffed Bacon Wrapped Dates with Rosemary Honey,{'minutes': '15'},{'minutes': '25'},{'minutes': '40'},"['creamy goat cheese', 'plump Medjool dates', 'thinly sliced bacon, cut in half', 'honey', 'chopped fresh rosemary', 'cayenne pepper', 'kosher salt and black pepper', 'candied or toasted walnuts']","{'creamy goat cheese': '6', 'plump Medjool dates': '24', 'thinly sliced bacon, cut in half': '12', 'honey': '1/3', 'chopped fresh rosemary': '1', 'cayenne pepper': '1/2', 'kosher salt and black pepper': 'seasoning', 'candied or toasted walnuts': 'seasoning'}","['1. Preheat the oven to 400 degrees F. Line a baking sheet with parchment paper.', ""2. Split the dates in half lengthwise, but don't cut the date all the way through. Remove the pit and discard. Stuff each date with goat cheese, then gently squeeze to seal. Wrap each date with bacon and place seam side down on the prepared baking sheet. Repeat with the remaining dates."", '3. In a small bowl, combine the honey, rosemary, cayenne, and a pinch each of salt and pepper. Evenly drizzle 1/2 the honey over the dates. The goal is to coat the bacon in honey so that it caramelizes in the oven.', '4. Transfer to the oven and bake 20-25 minutes, until the bacon is crisping. Serve warm or room temperature with any remaining honey and walnuts, if desired.']",60 kcal,24,https://www.halfbakedharvest.com/wp-content/uploads/2019/11/Goat-Cheese-Stuffed-Bacon-Wrapped-Dates-with-Rosemary-Honey-1-700x1050.jpg,appetizer
Spicy Ranch Chex Mix,{'minutes': '10'},{'minutes': '40'},{'minutes': '50'},"['Corn Chex Cereal', 'Rice Chex Cereal', 'Whole Wheat Chex Cereal', 'mixed nuts', 'mixed salted bite-size pretzels and pretzel thins', 'parmesan crisps', 'salted butter, melted', 'worcestershire sauce', 'dried parsley', 'dried dill', 'garlic powder', 'onion powder', 'dried chives', 'cayenne pepper, use more or less to your taste', 'raw sesame seeds', 'each kosher salt and black pepper']","{'Corn Chex Cereal': '3', 'Rice Chex Cereal': '3', 'Whole Wheat Chex Cereal': '2', 'mixed nuts': '2', 'mixed salted bite-size pretzels and pretzel thins': '2', 'parmesan crisps': '1', 'salted butter, melted': '1', 'worcestershire sauce': '2', 'dried parsley': '2', 'dried dill': '2', 'garlic powder': '2', 'onion powder': '2', 'dried chives': '2', 'cayenne pepper, use more or less to your taste': '1', 'raw sesame seeds': '1-2', 'each kosher salt and black pepper': '1'}","['1. Preheat oven to 300 degrees F.', '2. In a large bowl, toss together the Chex Cereals, mixed nuts, pretzels and parmesan crisp.', '3. In a small bowl, combine the butter, Worcestershire, parsley, dill, chives, garlic powder, onion powder, sesame seeds, salt, and pepper. Pour the butter over the cereal mixture, tossing well for 3-5 minutes or until the cereal mixture is evenly coated. Spread the Chex mix evenly over 2 rimmed baking sheets.', '4. Transfer to the oven and bake 40-45 minutes, stirring every 15 minutes. Serve, or store-in an airtight container for up to 3 days.']",887 kcal,10,https://www.halfbakedharvest.com/wp-content/uploads/2019/10/Spicy-Ranch-Chex-Mix-6-700x1050.jpg,appetizer
Parmesan Popovers with Crispy Sage Garlic Butter,{'minutes': '10'},{'minutes': '40'},{'minutes': '50'},"['salted butter', 'garlic, lightly smashed', 'fresh sage leaves', 'whole milk, at room temperature', 'large eggs, at room temperature', 'all purpose flour', 'freshly grated parmesan cheese', 'kosher salt', 'black pepper (optional)', 'salted butter, at room temperature']","{'salted butter': '2', 'garlic, lightly smashed': '1-2', 'fresh sage leaves': '8', 'whole milk, at room temperature': '1 1/2', 'large eggs, at room temperature': '3', 'all purpose flour': '1 1/2', 'freshly grated parmesan cheese': '2', 'kosher salt': '1', 'black pepper (optional)': '1/2', 'salted butter, at room temperature': '4'}","['1. Heat 2 tablespoons butter, the garlic, and sage in a small skillet over medium heat and cook the butter until it begins to brown and the sage is crisp, about 3-4 minutes.\xa0Remove the garlic and sage from the skillet and reserve for making the sage garlic butter.', '2. Position a rack in the lower third of the oven. Preheat\xa0the oven to 450 degrees.', '3. Place 1 teaspoon of butter in each cup of a 6 cup\xa0standard popover pan. Alternately, you can use a 12-cup muffin pans and make 10 mini popovers. Transfer the popover pan to the oven.', ""4. In medium bowl, vigorously whisk together the milk and eggs until frothy, about 1 minute. Add the browned butter, flour, parmesan, salt, and pepper - if using, and whisk to combine. It's OK if there are small lumps."", '5. Carefully remove the popover pan from the oven and carefully swirl the butter around the cups to grease the pan. Evenly divide the batter between the popover cups, filling them about 3/4 of the way full. Transfer to the oven and bake for 20 minutes. Lower the oven temperature to 350 degrees. Bake another 15-20 minutes, until puffed, golden and crisp.', '6. Meanwhile, make the sage butter. Mash the reserved garlic with a fork. Chop the crispy sage. Stir both the mashed garlic and sage together with 4 tablespoons butter.', '7. Serve the warm popovers immediately, with sage butter.']",325 kcal,6,https://www.halfbakedharvest.com/wp-content/uploads/2019/10/Parmesan-Popovers-with-Crispy-Sage-Garlic-Butter-1-700x1050.jpg,appetizer
Boneless Honey BBQ Chicken Wings with Spicy Ranch,{'minutes': '20'},{'minutes': '20'},{'minutes': '40'},"['boneless chicken tenders or breasts, cut into 2-inch pieces', 'buttermilk', 'finely crushed corn flakes', 'paprika', 'kosher salt and black pepper', 'extra virgin olive oil, for brushing', 'of your favorite BBQ sauce', 'honey', 'cayenne pepper', 'dijon mustard', 'plain Greek yogurt', 'buttermilk', 'dried parsley', 'dried dill', 'garlic powder', 'onion powder', 'jalapeño, seeded, if desired, and chopped', 'kosher salt', 'chopped fresh chives']","{'boneless chicken tenders or breasts, cut into 2-inch pieces': '2', 'buttermilk': '1/2', 'finely crushed corn flakes': '2', 'paprika': '1/2', 'kosher salt and black pepper': 'seasoning', 'extra virgin olive oil, for brushing': 'seasoning', 'of your favorite BBQ sauce': '3/4', 'honey': '1/4', 'cayenne pepper': '1/2', 'dijon mustard': '2', 'plain Greek yogurt': '1', 'dried parsley': '1', 'dried dill': '2', 'garlic powder': '1', 'onion powder': '1', 'jalapeño, seeded, if desired, and chopped': '1', 'kosher salt': '1', 'chopped fresh chives': '2'}","['1. Add the chicken to a bowl. Pour the buttermilk over the chicken. Toss well to coat.', '2. Preheat the oven to 425 degrees F. Line a baking sheet with parchment.', '3. Add the cornflake crumbs, paprika, and a pinch each of salt and pepper to a medium-sized bowl. Stir to combine.', '4. Remove each piece of chicken from the buttermilk, allowing the excess to drip off, then dredge through the crumbs, pressing gently to adhere. Place on the prepared baking sheet. Repeat until all the chicken has been used. Make sure not to crowd your pan, if necessary use two baking sheets. Lightly drizzle or mist the chicken with olive oil. Transfer to the oven and bake for 15-20 minutes or until the chicken is cooked through.', '5. Meanwhile, make the honey BBQ sauce. Combine the BBQ sauce, honey, mustard, and cayenne in a glass jar and shake or whisk until smooth and creamy.\xa0Drizzle each piece of chicken with BBQ sauce, then return to the oven for 5 minutes, until warmed.', '6. To make the ranch. Combine all ingredients in a glass jar and shake or stir until creamy.', '7. Serve the chicken with fresh chives and spicy ranch for dipping.']",963 kcal,6,https://www.halfbakedharvest.com/wp-content/uploads/2019/09/Baked-Boneless-Honey-BBQ-Chicken-Wings-with-Spicy-Ranch-1-1-700x1050.jpg,appetizer
Prosciutto Goat Cheese Stuffed Peaches with Thyme Honey.,{'minutes': '15'},{'minutes': '5'},{'minutes': '20'},"['goat cheese, at room temperature', 'heavy cream', 'lemon zest plus 1 tablespoon lemon juice', 'chopped fresh basil', 'flaky salt and black pepper', 'ripe but firm peaches, halved + pit removed', 'thin slices prosciutto', 'extra virgin olive oil, for drizzling', 'honey', 'fresh thyme leaves']","{'goat cheese, at room temperature': '6', 'heavy cream': '1', 'lemon zest plus 1 tablespoon lemon juice': '2', 'chopped fresh basil': '2', 'flaky salt and black pepper': 'seasoning', 'ripe but firm peaches, halved + pit removed': '4', 'thin slices prosciutto': '8', 'extra virgin olive oil, for drizzling': 'seasoning', 'honey': '1/4', 'fresh thyme leaves': '2'}","['1. In a medium bowl, stir together the goat cheese, heavy cream, lemon zest, lemon juice, basil, and a pinch of black pepper until it\'s light and ""whipped"".', '2. Using a melon baller or small spoon, scoop out a 1 teaspoon size ball of peach flesh from each peach. Stuff 1 teaspoon or so of the goat cheese into the hole. Wrap 1 piece of prosciutto around each peach, covering most of the goat cheese. Rub the peaches with olive oil.', '3. Preheat your grill or grill pan to medium-high heat and brush the grates with oil. Grill the fruit for 2-3 minutes or until light char marks appear, flip and grill another 2-3 minutes. Remove from the grill and immediately drizzle with honey and top with fresh thyme and flaky salt. Serve warm. ENJOY!', '*Alternately, you can roast the peaches on a baking sheet in a 425-degree oven for 15-20 minutes, or until the prosciutto is crisp.']",342 kcal,8,https://www.halfbakedharvest.com/wp-content/uploads/2019/07/Prosciutto-Goat-Cheese-Stuffed-Peaches-with-Thyme-Honey-1-700x1050.jpg,appetizer
Peach Thyme Tarts.,{'minutes': '15'},{'minutes': '15'},{'minutes': '30'},"['frozen puff pastry, thawed', 'shredded Kaltbach Le Cremeux cheese', 'fig preserves', 'fresh basil, chopped', 'peaches, sliced', 'extra virgin olive oil, for drizzling', 'flaky salt and freshly crushed black pepper', 'egg, beaten', 'honey', 'fresh thyme leaves']","{'frozen puff pastry, thawed': '2', 'shredded Kaltbach Le Cremeux cheese': '1', 'fig preserves': '1/3', 'fresh basil, chopped': '1/4', 'peaches, sliced': '4', 'extra virgin olive oil, for drizzling': 'seasoning', 'flaky salt and freshly crushed black pepper': 'seasoning', 'egg, beaten': '1', 'honey': '1/3', 'fresh thyme leaves': '2'}","['1. Preheat the oven to 425 degrees F. Line a baking sheet with parchment paper.', '2. Cut each sheet of puff pastry into 6 rectangles. Spread each rectangle with about 1 teaspoon fig preserves, leaving a 1/4 inch border. Top with cheese and sprinkle with basil. Arrange the peaches slices over the cheese and basil, pressing them into the cheese to adhere slightly (see above photo).\xa0Drizzle with oil and season with salt and pepper.', '4. Fold the edges of the pastry inward to enclose. Brush the edges of the pastry with beaten egg and sprinkle with black pepper.', '4. Transfer to the oven and bake for 15-20 minutes or until the pastry is golden and the cheese melted. Top with fresh honey and thyme. Serve and enjoy!']",1025 kcal,12,https://www.halfbakedharvest.com/wp-content/uploads/2019/06/Peach-Thyme-Tarts-1-700x1050.jpg,appetizer
Browned Butter Jalapeño Cornbread Muffins.,{'minutes': '15'},{'minutes': '15'},{'minutes': '30'},"['salted butter, plus additional butter for greasing', 'honey, plus more for serving', 'buttermilk', 'plain Greek yogurt', 'large eggs', 'all-purpose flour', 'finely ground cornmeal', 'baking powder', 'baking soda', 'kosher salt', 'jalapeños, seeded, if desired and chopped']","{'salted butter, plus additional butter for greasing': '1 1/2', 'honey, plus more for serving': '1/3', 'buttermilk': '1', 'plain Greek yogurt': '1/2', 'large eggs': '2', 'all-purpose flour': '1 1/2', 'finely ground cornmeal': '1 1/2', 'baking powder': '2', 'baking soda': '1', 'kosher salt': '1/2', 'jalapeños, seeded, if desired and chopped': '1-2'}","['1. Preheat the oven to 400 degrees F. Grease 16 muffin tins lightly with softened butter.', '2. Add the butter to a skillet set over medium heat. Allow the butter to brown until it smells toasted and is deep golden brown, about 3-4 minutes. Stir often. Remove from the heat and transfer the butter to a heat-proof mixing bowl.', '3. To the bowl, add the honey, buttermilk, and yogurt, whisking to combine. Whisk in the eggs. Now stir in the flour, cornmeal, baking powder, baking soda, and salt until just combined. Fold in the jalapeños, if using.', '4.\xa0Divide the batter among the prepared muffin tins. Transfer to the oven and bake for 12-15 minutes, until golden brown. Let cool slightly in pan. Transfer muffins to a wire rack. Eat warm with additional butter and honey or let cool completely.']",708 kcal,16,https://www.halfbakedharvest.com/wp-content/uploads/2019/06/Browned-Butter-Jalapeño-Cornbread-Muffins-1-700x1050.jpg,appetizer
Caramelized Onion and Balsamic Tomato Tarts,{'minutes': '15'},{'minutes': '30'},{'minutes': '45'},"['extra virgin olive oil', 'yellow onion, thinly sliced', 'honey', 'kosher salt and black pepper', 'garlic clove, minced or grated', 'fresh thyme leaves, plus more for serving', 'shredded sharp cheddar cheese', 'shredded Havarti cheese', 'frozen puff pastry, thawed', 'cherry tomatoes', 'balsamic vinegar', 'fresh basil, chopped', 'crushed red pepper flakes', 'egg, beaten', 'everything bagel spice, for sprinkling', 'fresh chopped chives']","{'extra virgin olive oil': '2', 'yellow onion, thinly sliced': '1', 'honey': '1', 'kosher salt and black pepper': 'seasoning', 'garlic clove, minced or grated': '1', 'fresh thyme leaves, plus more for serving': '2', 'shredded sharp cheddar cheese': '1', 'shredded Havarti cheese': '1/2', 'frozen puff pastry, thawed': '1', 'cherry tomatoes': '2', 'balsamic vinegar': '2', 'fresh basil, chopped': '1/4', 'crushed red pepper flakes': '1', 'egg, beaten': '1', 'everything bagel spice, for sprinkling': 'seasoning', 'fresh chopped chives': 'seasoning'}","['1. Preheat the oven to 425 degrees F. Line a baking sheet with parchment paper.', '2. Heat 1 tablespoon olive oil in a large skillet over medium-high heat. When the oil shimmers, add the onions and honey and cook 5 minutes, stirring occasionally until softened. Season with salt and pepper and continue cooking another 5-10 minutes or until the onions are golden and caramelized. Add the garlic, and thyme, cook another minute.\xa0Remove from the heat.', '3. In a bowl, combine the remaining 1 tablespoon olive oil, the tomatoes, balsamic vinegar, basil, crushed red pepper, and a pinch each of salt and pepper.', '4. Lay the pastry sheet flat on a clean, floured surface. Gently roll the sheets out to stretch slightly. Cut each sheet into 4 squares and place onto the prepared baking sheet. Evenly top each square with onions, leaving a 1/4 inch border. Top with both kinds of cheese and then mound the tomatoes over the cheese, pressing them into the cheese to adhere slightly (see above photo).', '5. Fold the edges of the pastry inward to enclose the tomatoes. Brush the edges of the pastry with beaten egg and sprinkle with everything spice.\xa0Transfer to the oven and bake for 20-25 minutes or until the pastry is golden and the tomatoes burst. Top with fresh thyme and chives.']",958 kcal,4,https://www.halfbakedharvest.com/wp-content/uploads/2019/06/Caramelized-Onion-and-Balsamic-Tomato-Tarts-1-700x1050.jpg,appetizer
Spicy Roasted Caprese Burrata Sliders,{'minutes': '15'},{'minutes': '25'},{'minutes': '40'},"['cherry tomatoes', 'extra virgin olive oil', 'red Fresno peppers, sliced, and seeded if desired', 'fresh thyme leave', 'garlic, smashed', 'kosher salt and black pepper', 'fresh basil, roughly chopped, plus more for serving', 'mini burrata or buffalo mozzarella balls', 'brioche slider buns or thick cut brioche bread, toasted', 'balsamic vinegar, for serving']","{'cherry tomatoes': '3', 'extra virgin olive oil': '1/3', 'red Fresno peppers, sliced, and seeded if desired': '1-2', 'fresh thyme leave': '2', 'garlic, smashed': '4', 'kosher salt and black pepper': 'seasoning', 'fresh basil, roughly chopped, plus more for serving': '1/2', 'mini burrata or buffalo mozzarella balls': '16', 'brioche slider buns or thick cut brioche bread, toasted': '8', 'balsamic vinegar, for serving': 'seasoning'}","['1.\xa0Preheat oven to 400 degrees F.', 'Preheat oven to 400 degrees F.', '2. Toss the tomatoes, garlic, Fresno pepper, and olive oil on a rimmed baking sheet with salt. Transfer to the oven and roast until tomatoes are bursting and lightly browned, 25-30 minutes. Stir in the basil.', '2. Toss the tomatoes, garlic, Fresno pepper, and olive oil on a rimmed baking sheet with salt. Transfer to the oven and roast until tomatoes are bursting and lightly browned, 25-30 minutes. Stir in the basil.', '3. To assemble, spoon the tomatoes over the toasted buns. Add a ball of cheese to each bun and season with black pepper. Spoon the oil left in the roasting pan over each ball of burrata. Add a basil leaf and balsamic vinegar. Place the bun on top. Serve and enjoy.', '3. To assemble, spoon the tomatoes over the toasted buns. Add a ball of cheese to each bun and season with black pepper. Spoon the oil left in the roasting pan over each ball of burrata. Add a basil leaf and balsamic vinegar. Place the bun on top. Serve and enjoy.']",1005 kcal,8,https://www.halfbakedharvest.com/wp-content/uploads/2019/05/Roasted-Caprese-Burrata-Sliders-1-700x1050.jpg,appetizer
"Crispy Prosciutto, Asparagus, and Brie Toast.",{'minutes': '15'},{'minutes': '15'},{'minutes': '30'},"['extra virgin olive oil', 'thin asparagus, ends trimmed', 'garlic, minced or grated', 'kosher salt and black pepper', 'thinly sliced prosciutto, torn', 'ciabatta bread, or any crusty bread, sliced', 'brie wheel, sliced into 12 slices', 'honey', 'apple cider vinegar', 'crushed red pepper flakes', 'fresh basil leaves and thyme, for serving']","{'extra virgin olive oil': '6', 'thin asparagus, ends trimmed': '1', 'garlic, minced or grated': '3', 'kosher salt and black pepper': 'seasoning', 'thinly sliced prosciutto, torn': '3', 'ciabatta bread, or any crusty bread, sliced': '1', 'brie wheel, sliced into 12 slices': '1', 'honey': '2', 'apple cider vinegar': '1', 'crushed red pepper flakes': '1', 'fresh basil leaves and thyme, for serving': 'seasoning'}","['1. Preheat the oven to 425 degrees F.', '2. On a baking sheet, toss the asparagus and garlic with 4 tablespoons olive oil and a pinch of salt and pepper. Arrange in a single layer. Drape the prosciutto over the asparagus. Transfer to the oven and\xa0roast for 15 -20 minutes, or until the asparagus is lightly charred and the prosciutto crisp. Remove from the oven.', 'roast for 15 -20 minutes, or until the asparagus is lightly charred and the prosciutto crisp. Remove from the oven.', '3. On a separate baking sheet, drizzle the remaining 2 tablespoons olive oil over the sliced bread. Transfer to the oven and cook 5 minutes. Then flip the bread and add a slice of brie to each. Return to the oven and cook 5 more minutes or until the brie is melted.', '4. Meanwhile, make the spicy honey. Mix together the honey, vinegar, and crushed red pepper flakes.', '5. To serve, arrange the brie toast on a serving plate. Top each toast with asparagus and prosciutto. Drizzle over the spicy honey, and top with fresh thyme, basil, and salt. Serve.']",694 kcal,8,https://www.halfbakedharvest.com/wp-content/uploads/2019/04/Crispy-Prosciutto-Asparagus-and-Brie-Toast-1-700x1050.jpg,appetizer
Sesame Roasted Asparagus with Whipped Feta.,{'minutes': '15'},{'minutes': '20'},{'minutes': '35'},"['roughly torn ciabatta or sourdough bread', 'extra virgin olive oil', 'bunch thin asparagus, ends trimmed', 'raw sesame seeds', 'zest of 1 lemon', 'garlic, smashed', 'crushed red pepper flakes', 'kosher salt and black pepper', 'apple cider vinegar', 'honey', 'feta cheese', 'plain greek yogurt', 'extra virgin olive oil']","{'roughly torn ciabatta or sourdough bread': '1', 'extra virgin olive oil': '2', 'bunch thin asparagus, ends trimmed': '1', 'raw sesame seeds': '2', 'zest of 1 lemon': 'seasoning', 'garlic, smashed': '2', 'crushed red pepper flakes': '1', 'kosher salt and black pepper': 'seasoning', 'apple cider vinegar': '2', 'honey': '1', 'feta cheese': '8', 'plain greek yogurt': '1/4'}","['1. Preheat the oven to 425 degrees F.', '2. On a baking sheet, toss the bread with 2 tablespoons olive oil and a pinch of salt. Arrange in a single layer. Transfer to the oven and bake 10 minutes or until crisp.', '3. In a 9×13 inch baking dish, toss together the remaining 1/4 cup olive oil, asparagus, sesame seeds, lemon zest, garlic, crushed red pepper flakes, salt and pepper. Transfer to the oven and roast for 20-25 minutes or until the asparagus is lightly charred. Remove from the oven and remove the asparagus from the baking dish.', '4. Let the oil cool slightly in the dish, then add the vinegar and honey. Reserve this oil mix for serving over top.', '5. Meanwhile, make the feta.\xa0In a food processor, combine the feta, greek yogurt, and olive oil. Pulse until completely smooth and creamy, scraping down the sides if needed, about 3 minutes. Add a pinch of pepper. Pulse to combine. The feta can be kept in the fridge for up to 3 days.', '6. To serve, spread the feta out onto a large serving plate or shallow bowl. Spoon the asparagus over top and then drizzle on the reserved oil mix. Top with bread crumbs. Serve warm or at room temp.']",576 kcal,6,https://www.halfbakedharvest.com/wp-content/uploads/2019/04/Sesame-Roasted-Asparagus-with-Whipped-Feta-1-700x1050.jpg,appetizer
Herby Everything Cheddar Swirl Buns.,{'minutes': '20'},{'minutes': '20'},"{'hours': '2', 'minutes': '10'}","['warm whole milk', 'honey', 'eggs, beaten', 'butter, melted', 'all-purpose flour', 'instant dry yeast', 'kosher salt', 'shredded cheddar cheese', 'fresh thyme leaves', 'everything bagel spice', 'crushed red pepper flakes', 'basil pesto, homemade or store-bought']","{'warm whole milk': '1', 'honey': '1', 'eggs, beaten': '2', 'butter, melted': '2', 'all-purpose flour': '3 ½ – 4', 'instant dry yeast': '1', 'kosher salt': '1/2', 'shredded cheddar cheese': '2', 'fresh thyme leaves': '1', 'everything bagel spice': '2', 'crushed red pepper flakes': '1/2', 'basil pesto, homemade or store-bought': '1/4'}","['1. In the bowl of a stand mixer, combine the milk, honey, eggs, butter, 3 ½ cups flour, yeast and salt. Using the dough hook, mix until the flour is completely incorporated, about 4-5 minutes. If the dough seems sticky, add the remaining ½ cup of flour.', '2. Cover the bowl with plastic wrap and let sit at room temperature for 1 hour or until doubled in size.', '3.\xa0Meanwhile, make the filling. In a small bowl, combine the cheddar, thyme, everything bagel spice, and crushed red pepper flakes.', '4. Preheat the oven to 350 degrees F.\xa0Line a 9×13 inch baking dish with parchment.', '5. Lightly dust your work surface with flour. Turn out the dough, punch it down, and roll it into a rectangle about 10 x 16 inches. Spread the pesto evenly over the dough. Sprinkle the cheddar mix evenly over the pesto, lightly pushing it into the pesto. Starting with the long edge closest to you, carefully roll the dough into a log, keeping it fairly tight as you go. When you reach the edge, pinch along the edge to seal. Using a sharp knife, cut into 12 rolls. Place the rolls in the prepared baking dish. Cover with plastic wrap and let rise 20-30 minutes. Alternately, you can let the rolls sit in the fridge overnight.', '6. Bake the rolls for 20-25\xa0 minutes, or until the cheese is bubbling. Serve warm and enjoy.']",877 kcal,12,https://www.halfbakedharvest.com/wp-content/uploads/2019/04/Herby-Everything-Cheddar-Swirl-Buns-2-700x1050.jpg,appetizer
